date,temp,mw,hour,day,weekday,month,year
2017-02-01 00:53:00,37.0,1419.881,0,1,2,2,2017
2017-02-01 01:53:00,37.0,1379.505,1,1,2,2,2017
2017-02-01 02:53:00,36.0,1366.106,2,1,2,2,2017
2017-02-01 03:53:00,36.0,1364.453,3,1,2,2,2017
2017-02-01 04:53:00,36.0,1391.265,4,1,2,2,2017
2017-02-01 05:53:00,36.0,1477.3429999999998,5,1,2,2,2017
2017-02-01 06:53:00,34.0,1585.2520000000002,6,1,2,2,2017
2017-02-01 07:53:00,33.0,1671.412,7,1,2,2,2017
2017-02-01 08:53:00,34.0,1708.5970000000002,8,1,2,2,2017
2017-02-01 09:53:00,35.0,1713.8129999999999,9,1,2,2,2017
2017-02-01 10:53:00,32.0,1741.4660000000001,10,1,2,2,2017
2017-02-01 11:53:00,36.0,1724.95,11,1,2,2,2017
2017-02-01 12:53:00,36.0,1718.2279999999998,12,1,2,2,2017
2017-02-01 13:53:00,37.0,1718.995,13,1,2,2,2017
2017-02-01 14:53:00,36.0,1705.024,14,1,2,2,2017
2017-02-01 15:53:00,37.0,1675.82,15,1,2,2,2017
2017-02-01 16:53:00,36.0,1691.8039999999999,16,1,2,2,2017
2017-02-01 17:53:00,36.0,1750.203,17,1,2,2,2017
2017-02-01 18:53:00,36.0,1773.5420000000001,18,1,2,2,2017
2017-02-01 19:53:00,36.0,1729.201,19,1,2,2,2017
2017-02-01 20:53:00,35.0,1710.319,20,1,2,2,2017
2017-02-01 21:53:00,35.0,1644.154,21,1,2,2,2017
2017-02-01 22:53:00,34.0,1550.9029999999998,22,1,2,2,2017
2017-02-01 23:53:00,34.0,1474.326,23,1,2,2,2017
2017-02-02 00:53:00,34.0,1422.477,0,2,3,2,2017
2017-02-02 01:53:00,33.0,1385.905,1,2,3,2,2017
2017-02-02 02:53:00,33.0,1370.1470000000002,2,2,3,2,2017
2017-02-02 03:53:00,32.0,1365.974,3,2,3,2,2017
2017-02-02 04:53:00,32.0,1400.753,4,2,3,2,2017
2017-02-02 05:53:00,31.0,1470.75,5,2,3,2,2017
2017-02-02 06:53:00,30.0,1604.519,6,2,3,2,2017
2017-02-02 07:53:00,30.0,1692.088,7,2,3,2,2017
2017-02-02 08:53:00,31.0,1708.432,8,2,3,2,2017
2017-02-02 09:53:00,32.0,1722.5739999999998,9,2,3,2,2017
2017-02-02 10:53:00,30.0,1727.146,10,2,3,2,2017
2017-02-02 11:53:00,31.0,1742.229,11,2,3,2,2017
2017-02-02 12:53:00,32.0,1725.753,12,2,3,2,2017
2017-02-02 13:53:00,34.0,1697.0970000000002,13,2,3,2,2017
2017-02-02 14:53:00,32.0,1676.9360000000001,14,2,3,2,2017
2017-02-02 15:53:00,32.0,1661.4560000000001,15,2,3,2,2017
2017-02-02 16:53:00,31.0,1657.424,16,2,3,2,2017
2017-02-02 17:53:00,30.0,1723.005,17,2,3,2,2017
2017-02-02 18:53:00,29.0,1797.257,18,2,3,2,2017
2017-02-02 19:53:00,28.0,1779.385,19,2,3,2,2017
2017-02-02 20:53:00,27.0,1759.351,20,2,3,2,2017
2017-02-02 21:53:00,26.0,1710.516,21,2,3,2,2017
2017-02-02 22:53:00,25.0,1619.8129999999999,22,2,3,2,2017
2017-02-02 23:53:00,24.0,1533.0079999999998,23,2,3,2,2017
2017-02-03 00:53:00,23.0,1483.741,0,3,4,2,2017
2017-02-03 01:53:00,22.0,1450.931,1,3,4,2,2017
2017-02-03 02:53:00,21.0,1439.6979999999999,2,3,4,2,2017
2017-02-03 03:53:00,21.0,1455.309,3,3,4,2,2017
2017-02-03 04:53:00,20.0,1489.646,4,3,4,2,2017
2017-02-03 05:53:00,20.0,1573.999,5,3,4,2,2017
2017-02-03 06:53:00,19.0,1690.495,6,3,4,2,2017
2017-02-03 07:53:00,19.0,1781.729,7,3,4,2,2017
2017-02-03 08:53:00,20.0,1801.287,8,3,4,2,2017
2017-02-03 09:53:00,21.0,1815.4270000000001,9,3,4,2,2017
2017-02-03 10:53:00,23.0,1825.835,10,3,4,2,2017
2017-02-03 11:53:00,25.0,1795.095,11,3,4,2,2017
2017-02-03 12:53:00,25.0,1788.604,12,3,4,2,2017
2017-02-03 13:53:00,25.0,1790.976,13,3,4,2,2017
2017-02-03 14:53:00,25.0,1776.9460000000001,14,3,4,2,2017
2017-02-03 15:53:00,25.0,1770.41,15,3,4,2,2017
2017-02-03 16:53:00,24.0,1777.672,16,3,4,2,2017
2017-02-03 17:53:00,23.0,1798.287,17,3,4,2,2017
2017-02-03 18:53:00,23.0,1844.8310000000001,18,3,4,2,2017
2017-02-03 19:53:00,22.0,1835.037,19,3,4,2,2017
2017-02-03 20:53:00,22.0,1772.622,20,3,4,2,2017
2017-02-03 21:53:00,22.0,1743.5520000000001,21,3,4,2,2017
2017-02-03 22:53:00,21.0,1669.868,22,3,4,2,2017
2017-02-03 23:53:00,20.0,1581.785,23,3,4,2,2017
2017-02-04 00:53:00,19.0,1538.9129999999998,0,4,5,2,2017
2017-02-04 01:53:00,18.0,1508.14,1,4,5,2,2017
2017-02-04 02:53:00,17.0,1485.53,2,4,5,2,2017
2017-02-04 03:53:00,16.0,1488.73,3,4,5,2,2017
2017-02-04 04:53:00,15.0,1491.3410000000001,4,4,5,2,2017
2017-02-04 05:53:00,15.0,1539.954,5,4,5,2,2017
2017-02-04 06:53:00,14.0,1586.9560000000001,6,4,5,2,2017
2017-02-04 07:53:00,14.0,1638.318,7,4,5,2,2017
2017-02-04 08:53:00,17.0,1664.004,8,4,5,2,2017
2017-02-04 09:53:00,21.0,1670.787,9,4,5,2,2017
2017-02-04 10:53:00,24.0,1690.451,10,4,5,2,2017
2017-02-04 11:53:00,27.0,1683.236,11,4,5,2,2017
2017-02-04 12:53:00,29.0,1649.955,12,4,5,2,2017
2017-02-04 13:53:00,30.0,1613.864,13,4,5,2,2017
2017-02-04 14:53:00,30.0,1588.6889999999999,14,4,5,2,2017
2017-02-04 15:53:00,30.0,1603.612,15,4,5,2,2017
2017-02-04 16:53:00,30.0,1606.47,16,4,5,2,2017
2017-02-04 17:53:00,29.0,1655.318,17,4,5,2,2017
2017-02-04 18:53:00,27.0,1731.0720000000001,18,4,5,2,2017
2017-02-04 19:53:00,26.0,1698.467,19,4,5,2,2017
2017-02-04 20:53:00,26.0,1692.1770000000001,20,4,5,2,2017
2017-02-04 21:53:00,26.0,1633.753,21,4,5,2,2017
2017-02-04 22:53:00,25.0,1574.354,22,4,5,2,2017
2017-02-04 23:53:00,24.0,1493.935,23,4,5,2,2017
2017-02-05 00:53:00,26.0,1421.997,0,5,6,2,2017
2017-02-05 01:53:00,27.0,1399.207,1,5,6,2,2017
2017-02-05 02:53:00,28.0,1373.67,2,5,6,2,2017
2017-02-05 03:53:00,29.0,1391.1879999999999,3,5,6,2,2017
2017-02-05 04:53:00,30.0,1390.9370000000001,4,5,6,2,2017
2017-02-05 05:53:00,32.0,1397.245,5,5,6,2,2017
2017-02-05 06:53:00,33.0,1407.286,6,5,6,2,2017
2017-02-05 07:53:00,34.0,1447.9189999999999,7,5,6,2,2017
2017-02-05 08:53:00,36.0,1482.1870000000001,8,5,6,2,2017
2017-02-05 09:53:00,37.0,1535.3470000000002,9,5,6,2,2017
2017-02-05 10:53:00,37.0,1554.391,10,5,6,2,2017
2017-02-05 11:53:00,37.0,1565.838,11,5,6,2,2017
2017-02-05 12:53:00,41.0,1545.504,12,5,6,2,2017
2017-02-05 13:53:00,42.0,1530.494,13,5,6,2,2017
2017-02-05 14:53:00,44.0,1527.6860000000001,14,5,6,2,2017
2017-02-05 15:53:00,44.0,1533.511,15,5,6,2,2017
2017-02-05 16:53:00,45.0,1553.914,16,5,6,2,2017
2017-02-05 17:53:00,44.0,1607.422,17,5,6,2,2017
2017-02-05 18:53:00,44.0,1626.336,18,5,6,2,2017
2017-02-05 19:53:00,43.0,1599.622,19,5,6,2,2017
2017-02-05 20:53:00,43.0,1557.476,20,5,6,2,2017
2017-02-05 21:53:00,41.0,1518.076,21,5,6,2,2017
2017-02-05 22:53:00,40.0,1472.878,22,5,6,2,2017
2017-02-05 23:53:00,36.0,1411.984,23,5,6,2,2017
2017-02-06 00:53:00,34.0,1380.8570000000002,0,6,0,2,2017
2017-02-06 01:53:00,32.0,1358.95,1,6,0,2,2017
2017-02-06 02:53:00,31.0,1347.7939999999999,2,6,0,2,2017
2017-02-06 03:53:00,30.0,1342.08,3,6,0,2,2017
2017-02-06 04:53:00,31.0,1388.434,4,6,0,2,2017
2017-02-06 05:53:00,30.0,1466.817,5,6,0,2,2017
2017-02-06 06:53:00,30.0,1586.315,6,6,0,2,2017
2017-02-06 07:53:00,30.0,1659.213,7,6,0,2,2017
2017-02-06 08:53:00,33.0,1666.987,8,6,0,2,2017
2017-02-06 09:53:00,38.0,1650.3310000000001,9,6,0,2,2017
2017-02-06 10:53:00,42.0,1638.1629999999998,10,6,0,2,2017
2017-02-06 11:53:00,45.0,1619.6270000000002,11,6,0,2,2017
2017-02-06 12:53:00,49.0,1598.79,12,6,0,2,2017
2017-02-06 13:53:00,51.0,1576.165,13,6,0,2,2017
2017-02-06 14:53:00,54.0,1549.98,14,6,0,2,2017
2017-02-06 15:53:00,55.0,1520.858,15,6,0,2,2017
2017-02-06 16:53:00,54.0,1510.487,16,6,0,2,2017
2017-02-06 17:53:00,51.0,1559.707,17,6,0,2,2017
2017-02-06 18:53:00,50.0,1612.3310000000001,18,6,0,2,2017
2017-02-06 19:53:00,49.0,1602.555,19,6,0,2,2017
2017-02-06 20:53:00,49.0,1567.4389999999999,20,6,0,2,2017
2017-02-06 21:53:00,47.0,1513.829,21,6,0,2,2017
2017-02-06 22:53:00,48.0,1418.7479999999998,22,6,0,2,2017
2017-02-06 23:53:00,44.0,1336.256,23,6,0,2,2017
2017-02-07 00:53:00,44.0,1275.229,0,7,1,2,2017
2017-02-07 01:53:00,44.0,1244.81,1,7,1,2,2017
2017-02-07 02:53:00,47.0,1213.038,2,7,1,2,2017
2017-02-07 03:53:00,49.0,1213.876,3,7,1,2,2017
2017-02-07 04:53:00,50.0,1248.641,4,7,1,2,2017
2017-02-07 05:53:00,52.0,1330.825,5,7,1,2,2017
2017-02-07 06:53:00,52.0,1444.514,6,7,1,2,2017
2017-02-07 07:53:00,52.0,1525.0620000000001,7,7,1,2,2017
2017-02-07 08:53:00,53.0,1551.425,8,7,1,2,2017
2017-02-07 09:53:00,53.0,1570.514,9,7,1,2,2017
2017-02-07 10:53:00,55.0,1575.95,10,7,1,2,2017
2017-02-07 11:53:00,56.0,1581.815,11,7,1,2,2017
2017-02-07 12:53:00,59.0,1582.536,12,7,1,2,2017
2017-02-07 13:53:00,62.0,1582.556,13,7,1,2,2017
2017-02-07 14:53:00,64.0,1571.094,14,7,1,2,2017
2017-02-07 15:53:00,64.0,1564.726,15,7,1,2,2017
2017-02-07 16:53:00,63.0,1577.004,16,7,1,2,2017
2017-02-07 17:53:00,59.0,1632.49,17,7,1,2,2017
2017-02-07 18:53:00,57.0,1643.26,18,7,1,2,2017
2017-02-07 19:53:00,57.0,1610.25,19,7,1,2,2017
2017-02-07 20:53:00,58.0,1564.816,20,7,1,2,2017
2017-02-07 21:53:00,57.0,1504.391,21,7,1,2,2017
2017-02-07 22:53:00,55.0,1405.769,22,7,1,2,2017
2017-02-07 23:53:00,55.0,1320.776,23,7,1,2,2017
2017-02-08 00:53:00,56.0,1269.5710000000001,0,8,2,2,2017
2017-02-08 01:53:00,55.0,1228.032,1,8,2,2,2017
2017-02-08 02:53:00,55.0,1202.295,2,8,2,2,2017
2017-02-08 03:53:00,52.0,1217.7730000000001,3,8,2,2,2017
2017-02-08 04:53:00,52.0,1231.614,4,8,2,2,2017
2017-02-08 05:53:00,51.0,1303.71,5,8,2,2,2017
2017-02-08 06:53:00,49.0,1451.4479999999999,6,8,2,2,2017
2017-02-08 07:53:00,49.0,1541.1029999999998,7,8,2,2,2017
2017-02-08 08:53:00,43.0,1565.4489999999998,8,8,2,2,2017
2017-02-08 09:53:00,41.0,1590.3729999999998,9,8,2,2,2017
2017-02-08 10:53:00,43.0,1601.006,10,8,2,2,2017
2017-02-08 11:53:00,44.0,1606.6,11,8,2,2,2017
2017-02-08 12:53:00,41.0,1627.8370000000002,12,8,2,2,2017
2017-02-08 13:53:00,40.0,1629.496,13,8,2,2,2017
2017-02-08 14:53:00,40.0,1613.588,14,8,2,2,2017
2017-02-08 15:53:00,41.0,1595.828,15,8,2,2,2017
2017-02-08 16:53:00,40.0,1609.642,16,8,2,2,2017
2017-02-08 17:53:00,37.0,1659.751,17,8,2,2,2017
2017-02-08 18:53:00,36.0,1704.1229999999998,18,8,2,2,2017
2017-02-08 19:53:00,34.0,1702.9279999999999,19,8,2,2,2017
2017-02-08 20:53:00,33.0,1662.985,20,8,2,2,2017
2017-02-08 21:53:00,32.0,1623.235,21,8,2,2,2017
2017-02-08 22:53:00,31.0,1544.391,22,8,2,2,2017
2017-02-08 23:53:00,30.0,1464.266,23,8,2,2,2017
2017-02-09 00:53:00,29.0,1409.336,0,9,3,2,2017
2017-02-09 01:53:00,28.0,1395.7679999999998,1,9,3,2,2017
2017-02-09 02:53:00,26.0,1372.6129999999998,2,9,3,2,2017
2017-02-09 03:53:00,26.0,1383.9360000000001,3,9,3,2,2017
2017-02-09 04:53:00,25.0,1416.874,4,9,3,2,2017
2017-02-09 05:53:00,24.0,1508.139,5,9,3,2,2017
2017-02-09 06:53:00,23.0,1619.807,6,9,3,2,2017
2017-02-09 07:53:00,22.0,1683.6889999999999,7,9,3,2,2017
2017-02-09 08:53:00,23.0,1713.016,8,9,3,2,2017
2017-02-09 09:53:00,23.0,1734.852,9,9,3,2,2017
2017-02-09 10:53:00,24.0,1752.358,10,9,3,2,2017
2017-02-09 11:53:00,23.0,1764.5220000000002,11,9,3,2,2017
2017-02-09 12:53:00,23.0,1775.5720000000001,12,9,3,2,2017
2017-02-09 13:53:00,22.0,1770.524,13,9,3,2,2017
2017-02-09 14:53:00,20.0,1751.533,14,9,3,2,2017
2017-02-09 15:53:00,22.0,1748.106,15,9,3,2,2017
2017-02-09 16:53:00,19.0,1774.364,16,9,3,2,2017
2017-02-09 17:53:00,19.0,1818.14,17,9,3,2,2017
2017-02-09 18:53:00,18.0,1888.058,18,9,3,2,2017
2017-02-09 19:53:00,17.0,1894.777,19,9,3,2,2017
2017-02-09 20:53:00,17.0,1856.977,20,9,3,2,2017
2017-02-09 21:53:00,17.0,1784.389,21,9,3,2,2017
2017-02-09 22:53:00,17.0,1706.371,22,9,3,2,2017
2017-02-09 23:53:00,17.0,1623.969,23,9,3,2,2017
2017-02-10 00:53:00,17.0,1564.085,0,10,4,2,2017
2017-02-10 01:53:00,17.0,1528.993,1,10,4,2,2017
2017-02-10 02:53:00,17.0,1522.371,2,10,4,2,2017
2017-02-10 03:53:00,16.0,1522.856,3,10,4,2,2017
2017-02-10 04:53:00,16.0,1550.761,4,10,4,2,2017
2017-02-10 05:53:00,15.0,1619.96,5,10,4,2,2017
2017-02-10 06:53:00,15.0,1736.6870000000001,6,10,4,2,2017
2017-02-10 07:53:00,14.0,1814.0379999999998,7,10,4,2,2017
2017-02-10 08:53:00,15.0,1835.283,8,10,4,2,2017
2017-02-10 09:53:00,18.0,1833.0910000000001,9,10,4,2,2017
2017-02-10 10:53:00,20.0,1815.756,10,10,4,2,2017
2017-02-10 11:53:00,21.0,1805.9289999999999,11,10,4,2,2017
2017-02-10 12:53:00,22.0,1780.531,12,10,4,2,2017
2017-02-10 13:53:00,23.0,1792.736,13,10,4,2,2017
2017-02-10 14:53:00,23.0,1783.4029999999998,14,10,4,2,2017
2017-02-10 15:53:00,24.0,1782.108,15,10,4,2,2017
2017-02-10 16:53:00,25.0,1775.9279999999999,16,10,4,2,2017
2017-02-10 17:53:00,25.0,1773.2979999999998,17,10,4,2,2017
2017-02-10 18:53:00,25.0,1816.819,18,10,4,2,2017
2017-02-10 19:53:00,26.0,1778.455,19,10,4,2,2017
2017-02-10 20:53:00,28.0,1753.575,20,10,4,2,2017
2017-02-10 21:53:00,31.0,1683.707,21,10,4,2,2017
2017-02-10 22:53:00,34.0,1595.786,22,10,4,2,2017
2017-02-10 23:53:00,36.0,1509.283,23,10,4,2,2017
2017-02-11 00:53:00,37.0,1445.731,0,11,5,2,2017
2017-02-11 01:53:00,38.0,1390.861,1,11,5,2,2017
2017-02-11 02:53:00,39.0,1368.703,2,11,5,2,2017
2017-02-11 03:53:00,40.0,1353.515,3,11,5,2,2017
2017-02-11 04:53:00,41.0,1349.6889999999999,4,11,5,2,2017
2017-02-11 05:53:00,43.0,1369.1689999999999,5,11,5,2,2017
2017-02-11 06:53:00,43.0,1407.565,6,11,5,2,2017
2017-02-11 07:53:00,44.0,1430.1879999999999,7,11,5,2,2017
2017-02-11 08:53:00,45.0,1480.111,8,11,5,2,2017
2017-02-11 09:53:00,46.0,1533.1670000000001,9,11,5,2,2017
2017-02-11 10:53:00,49.0,1532.055,10,11,5,2,2017
2017-02-11 11:53:00,50.0,1517.5120000000002,11,11,5,2,2017
2017-02-11 12:53:00,52.0,1495.299,12,11,5,2,2017
2017-02-11 13:53:00,52.0,1472.682,13,11,5,2,2017
2017-02-11 14:53:00,54.0,1442.1129999999998,14,11,5,2,2017
2017-02-11 15:53:00,54.0,1429.0220000000002,15,11,5,2,2017
2017-02-11 16:53:00,53.0,1433.915,16,11,5,2,2017
2017-02-11 17:53:00,52.0,1472.526,17,11,5,2,2017
2017-02-11 18:53:00,52.0,1518.2479999999998,18,11,5,2,2017
2017-02-11 19:53:00,51.0,1514.703,19,11,5,2,2017
2017-02-11 20:53:00,52.0,1493.866,20,11,5,2,2017
2017-02-11 21:53:00,50.0,1447.215,21,11,5,2,2017
2017-02-11 22:53:00,48.0,1405.266,22,11,5,2,2017
2017-02-11 23:53:00,51.0,1333.675,23,11,5,2,2017
2017-02-12 00:53:00,48.0,1286.896,0,12,6,2,2017
2017-02-12 01:53:00,47.0,1244.6580000000001,1,12,6,2,2017
2017-02-12 02:53:00,48.0,1215.406,2,12,6,2,2017
2017-02-12 03:53:00,47.0,1201.772,3,12,6,2,2017
2017-02-12 04:53:00,48.0,1211.423,4,12,6,2,2017
2017-02-12 05:53:00,47.0,1231.763,5,12,6,2,2017
2017-02-12 06:53:00,48.0,1262.928,6,12,6,2,2017
2017-02-12 07:53:00,52.0,1300.424,7,12,6,2,2017
2017-02-12 08:53:00,54.0,1329.067,8,12,6,2,2017
2017-02-12 09:53:00,56.0,1370.139,9,12,6,2,2017
2017-02-12 10:53:00,57.0,1425.1889999999999,10,12,6,2,2017
2017-02-12 11:53:00,58.0,1429.707,11,12,6,2,2017
2017-02-12 12:53:00,50.0,1442.704,12,12,6,2,2017
2017-02-12 13:53:00,45.0,1454.5020000000002,13,12,6,2,2017
2017-02-12 14:53:00,48.0,1437.274,14,12,6,2,2017
2017-02-12 15:53:00,47.0,1428.807,15,12,6,2,2017
2017-02-12 16:53:00,45.0,1480.134,16,12,6,2,2017
2017-02-12 17:53:00,45.0,1545.599,17,12,6,2,2017
2017-02-12 18:53:00,44.0,1581.5479999999998,18,12,6,2,2017
2017-02-12 19:53:00,40.0,1573.5020000000002,19,12,6,2,2017
2017-02-12 20:53:00,39.0,1570.1870000000001,20,12,6,2,2017
2017-02-12 21:53:00,38.0,1528.704,21,12,6,2,2017
2017-02-12 22:53:00,36.0,1483.0220000000002,22,12,6,2,2017
2017-02-12 23:53:00,35.0,1401.9560000000001,23,12,6,2,2017
2017-02-13 00:53:00,34.0,1378.6689999999999,0,13,0,2,2017
2017-02-13 01:53:00,32.0,1370.828,1,13,0,2,2017
2017-02-13 02:53:00,31.0,1346.474,2,13,0,2,2017
2017-02-13 03:53:00,28.0,1338.14,3,13,0,2,2017
2017-02-13 04:53:00,30.0,1393.003,4,13,0,2,2017
2017-02-13 05:53:00,29.0,1464.309,5,13,0,2,2017
2017-02-13 06:53:00,29.0,1602.211,6,13,0,2,2017
2017-02-13 07:53:00,30.0,1678.705,7,13,0,2,2017
2017-02-13 08:53:00,30.0,1710.64,8,13,0,2,2017
2017-02-13 09:53:00,31.0,1743.39,9,13,0,2,2017
2017-02-13 10:53:00,32.0,1755.172,10,13,0,2,2017
2017-02-13 11:53:00,34.0,1770.746,11,13,0,2,2017
2017-02-13 12:53:00,36.0,1736.2620000000002,12,13,0,2,2017
2017-02-13 13:53:00,37.0,1701.118,13,13,0,2,2017
2017-02-13 14:53:00,38.0,1669.289,14,13,0,2,2017
2017-02-13 15:53:00,39.0,1650.0479999999998,15,13,0,2,2017
2017-02-13 16:53:00,38.0,1622.2979999999998,16,13,0,2,2017
2017-02-13 17:53:00,36.0,1659.336,17,13,0,2,2017
2017-02-13 18:53:00,35.0,1738.38,18,13,0,2,2017
2017-02-13 19:53:00,34.0,1723.245,19,13,0,2,2017
2017-02-13 20:53:00,33.0,1706.8270000000002,20,13,0,2,2017
2017-02-13 21:53:00,33.0,1656.681,21,13,0,2,2017
2017-02-13 22:53:00,32.0,1565.849,22,13,0,2,2017
2017-02-13 23:53:00,31.0,1479.274,23,13,0,2,2017
2017-02-14 00:53:00,30.0,1415.394,0,14,1,2,2017
2017-02-14 01:53:00,27.0,1375.0710000000001,1,14,1,2,2017
2017-02-14 02:53:00,28.0,1362.866,2,14,1,2,2017
2017-02-14 03:53:00,28.0,1364.513,3,14,1,2,2017
2017-02-14 04:53:00,28.0,1405.1860000000001,4,14,1,2,2017
2017-02-14 05:53:00,27.0,1476.392,5,14,1,2,2017
2017-02-14 06:53:00,29.0,1592.651,6,14,1,2,2017
2017-02-14 07:53:00,30.0,1678.845,7,14,1,2,2017
2017-02-14 08:53:00,32.0,1692.989,8,14,1,2,2017
2017-02-14 09:53:00,34.0,1704.1670000000001,9,14,1,2,2017
2017-02-14 10:53:00,40.0,1674.517,10,14,1,2,2017
2017-02-14 11:53:00,43.0,1639.345,11,14,1,2,2017
2017-02-14 12:53:00,45.0,1603.2220000000002,12,14,1,2,2017
2017-02-14 13:53:00,48.0,1594.384,13,14,1,2,2017
2017-02-14 14:53:00,47.0,1565.085,14,14,1,2,2017
2017-02-14 15:53:00,49.0,1532.297,15,14,1,2,2017
2017-02-14 16:53:00,48.0,1538.881,16,14,1,2,2017
2017-02-14 17:53:00,46.0,1559.776,17,14,1,2,2017
2017-02-14 18:53:00,44.0,1634.1729999999998,18,14,1,2,2017
2017-02-14 19:53:00,42.0,1630.402,19,14,1,2,2017
2017-02-14 20:53:00,41.0,1598.3570000000002,20,14,1,2,2017
2017-02-14 21:53:00,40.0,1530.918,21,14,1,2,2017
2017-02-14 22:53:00,39.0,1468.309,22,14,1,2,2017
2017-02-14 23:53:00,40.0,1389.344,23,14,1,2,2017
2017-02-15 00:53:00,40.0,1337.374,0,15,2,2,2017
2017-02-15 01:53:00,40.0,1299.047,1,15,2,2,2017
2017-02-15 02:53:00,42.0,1268.695,2,15,2,2,2017
2017-02-15 03:53:00,41.0,1255.634,3,15,2,2,2017
2017-02-15 04:53:00,41.0,1291.861,4,15,2,2,2017
2017-02-15 05:53:00,39.0,1368.239,5,15,2,2,2017
2017-02-15 06:53:00,39.0,1510.28,6,15,2,2,2017
2017-02-15 07:53:00,34.0,1601.9620000000002,7,15,2,2,2017
2017-02-15 08:53:00,34.0,1628.986,8,15,2,2,2017
2017-02-15 09:53:00,33.0,1655.8329999999999,9,15,2,2,2017
2017-02-15 10:53:00,33.0,1654.203,10,15,2,2,2017
2017-02-15 11:53:00,33.0,1680.658,11,15,2,2,2017
2017-02-15 12:53:00,34.0,1682.513,12,15,2,2,2017
2017-02-15 13:53:00,32.0,1666.7179999999998,13,15,2,2,2017
2017-02-15 14:53:00,31.0,1675.3129999999999,14,15,2,2,2017
2017-02-15 15:53:00,31.0,1673.7620000000002,15,15,2,2,2017
2017-02-15 16:53:00,30.0,1720.3529999999998,16,15,2,2,2017
2017-02-15 17:53:00,29.0,1728.763,17,15,2,2,2017
2017-02-15 18:53:00,28.0,1771.7160000000001,18,15,2,2,2017
2017-02-15 19:53:00,28.0,1755.101,19,15,2,2,2017
2017-02-15 20:53:00,27.0,1714.932,20,15,2,2,2017
2017-02-15 21:53:00,26.0,1676.112,21,15,2,2,2017
2017-02-15 22:53:00,26.0,1565.158,22,15,2,2,2017
2017-02-15 23:53:00,26.0,1494.9679999999998,23,15,2,2,2017
2017-02-16 00:53:00,25.0,1432.27,0,16,3,2,2017
2017-02-16 01:53:00,25.0,1408.183,1,16,3,2,2017
2017-02-16 02:53:00,25.0,1393.007,2,16,3,2,2017
2017-02-16 03:53:00,25.0,1397.0610000000001,3,16,3,2,2017
2017-02-16 04:53:00,25.0,1421.848,4,16,3,2,2017
2017-02-16 05:53:00,25.0,1505.5829999999999,5,16,3,2,2017
2017-02-16 06:53:00,25.0,1622.0710000000001,6,16,3,2,2017
2017-02-16 07:53:00,24.0,1724.371,7,16,3,2,2017
2017-02-16 08:53:00,25.0,1732.281,8,16,3,2,2017
2017-02-16 09:53:00,25.0,1760.28,9,16,3,2,2017
2017-02-16 10:53:00,25.0,1767.0379999999998,10,16,3,2,2017
2017-02-16 11:53:00,26.0,1772.932,11,16,3,2,2017
2017-02-16 12:53:00,26.0,1782.487,12,16,3,2,2017
2017-02-16 13:53:00,29.0,1759.964,13,16,3,2,2017
2017-02-16 14:53:00,29.0,1755.1970000000001,14,16,3,2,2017
2017-02-16 15:53:00,28.0,1741.379,15,16,3,2,2017
2017-02-16 16:53:00,28.0,1726.15,16,16,3,2,2017
2017-02-16 17:53:00,27.0,1771.401,17,16,3,2,2017
2017-02-16 18:53:00,26.0,1822.0710000000001,18,16,3,2,2017
2017-02-16 19:53:00,25.0,1810.674,19,16,3,2,2017
2017-02-16 20:53:00,24.0,1788.338,20,16,3,2,2017
2017-02-16 21:53:00,24.0,1727.175,21,16,3,2,2017
2017-02-16 22:53:00,24.0,1632.204,22,16,3,2,2017
2017-02-16 23:53:00,22.0,1550.155,23,16,3,2,2017
2017-02-17 00:53:00,22.0,1509.2160000000001,0,17,4,2,2017
2017-02-17 01:53:00,22.0,1475.039,1,17,4,2,2017
2017-02-17 02:53:00,22.0,1456.352,2,17,4,2,2017
2017-02-17 03:53:00,23.0,1452.475,3,17,4,2,2017
2017-02-17 04:53:00,23.0,1471.286,4,17,4,2,2017
2017-02-17 05:53:00,24.0,1534.902,5,17,4,2,2017
2017-02-17 06:53:00,24.0,1653.85,6,17,4,2,2017
2017-02-17 07:53:00,25.0,1711.0179999999998,7,17,4,2,2017
2017-02-17 08:53:00,28.0,1721.7879999999998,8,17,4,2,2017
2017-02-17 09:53:00,33.0,1724.342,9,17,4,2,2017
2017-02-17 10:53:00,36.0,1699.658,10,17,4,2,2017
2017-02-17 11:53:00,40.0,1678.254,11,17,4,2,2017
2017-02-17 12:53:00,46.0,1637.454,12,17,4,2,2017
2017-02-17 13:53:00,49.0,1600.4160000000002,13,17,4,2,2017
2017-02-17 14:53:00,51.0,1578.205,14,17,4,2,2017
2017-02-17 15:53:00,51.0,1540.068,15,17,4,2,2017
2017-02-17 16:53:00,53.0,1531.693,16,17,4,2,2017
2017-02-17 17:53:00,52.0,1524.879,17,17,4,2,2017
2017-02-17 18:53:00,52.0,1585.371,18,17,4,2,2017
2017-02-17 19:53:00,49.0,1581.77,19,17,4,2,2017
2017-02-17 20:53:00,48.0,1564.674,20,17,4,2,2017
2017-02-17 21:53:00,47.0,1532.066,21,17,4,2,2017
2017-02-17 22:53:00,46.0,1453.2020000000002,22,17,4,2,2017
2017-02-17 23:53:00,45.0,1374.384,23,17,4,2,2017
2017-02-18 00:53:00,45.0,1321.924,0,18,5,2,2017
2017-02-18 01:53:00,44.0,1285.1580000000001,1,18,5,2,2017
